baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
119.958184419031	-2.78751967678555	0.346881110887561	-8.03595119276789	9.28557040461164e-16	8.17130195605824e-13	LOC116921608
23.9219711931557	-2.29126058307138	0.457445387998302	-5.00881775876574	5.47653986566096e-07	6.42761672677786e-05	LOC116936526
17.768195616205	-2.27160217530817	0.355952132741796	-6.3817630696877	1.75060670348693e-10	4.40152542591e-08	LOC116932781
27.3388087080479	-1.50290868454559	0.331618011217487	-4.53204781919982	5.84146216655335e-06	0.000411238936525356	LOC116929024
166.484620108572	-1.4303895987802	0.44691204401135	-3.20060651295375	0.00137138671985852	0.0180122434847089	LOC116920444
73.334150770096	-1.38972644059224	0.622128234382182	-2.23382634606246	0.0254945013191234	0.125687177371589	LOC116920020
77.3615470152012	-1.18550670244294	0.264474546306091	-4.48249829331739	7.37742329722845e-06	0.000480898703819336	LOC116922452
7.920470810586	-1.17707911393636	0.308999553736788	-3.80932302232066	0.000139347808027585	0.00439335078771491	LOC116922918
7.44420420497161	-1.10852887131852	0.562821182105182	-1.96959337452825	0.0488849915900107	0.193342888086334	LOC116923683
20.5461910231978	-1.06870744417411	0.749116917000693	-1.42662302762164	0.153688583023125	0.398955613747344	Trnan-guu_1
38.7381438634924	-1.05161306326841	0.207280972680294	-5.07336997540242	3.90831560966889e-07	5.29125805616712e-05	LOC116921544
8.52753069762047	-1.0106043835307	0.506599015906944	-1.99488027374362	0.0460559394645423	0.185913884077051	LOC116922904
26.5656978689786	-1.01021370150674	0.279569467242212	-3.61346219768525	0.000302135422414278	0.00664697929311412	LOC123475912
29.3072244042143	-0.978990394806413	0.375039020471675	-2.61036943189316	0.00904444907560219	0.0637447305258946	LOC116924355
10.6222447532972	-0.97024565934086	0.36124675641572	-2.68582524855755	0.00723509185357042	0.0569295103711073	LOC116929504
15.5269996301679	-0.966743774106255	0.576809579434007	-1.67601892994716	0.0937344847692799	0.291626970240731	LOC123467554
7.02377660412069	-0.909378349522718	0.24564471138268	-3.70200662739298	0.000213901029487535	0.00555681442494388	LOC116916755
29.3141062987706	-0.89382183243627	0.352152231140306	-2.53816887526733	0.0111434198194476	0.0715781711030213	LOC116928823
169.222243035901	-0.885913053027157	0.421997984406372	-2.09933005787546	0.035787815523873	0.156682973437852	LOC116917216
6.67567622896199	-0.853140935656398	0.404267355014529	-2.11033843092707	0.0348292155891658	0.153632630167749	LOC116921725
41429.8428608097	-0.851640181860715	0.439125510114062	-1.93940038154354	0.0524526041110417	0.202448647446126	LOC123469325
22.4794941004453	-0.839860903026278	0.198813444876676	-4.224366735093	2.39613588277356e-05	0.00127793913747923	LOC116918257
18.626946238582	-0.828713593150609	0.375672959783349	-2.20594421708852	0.0273879057312253	0.131116861079343	LOC116936612
15.6277631223023	-0.815091091419825	0.319376104053866	-2.55213549502862	0.010706487282776	0.0705745978190481	LOC116923777
8.01041779152623	-0.813469224657565	0.411047935244263	-1.97901304181023	0.047814537919595	0.190392730177573	LOC123470562
8.74468052130344	-0.79351548850044	0.277835976894857	-2.85605736654016	0.00428937625477747	0.0401558628106827	LOC123471569
12.421715078646	-0.793334660427186	0.457706197527301	-1.73328363197412	0.0830452685543396	0.271168223850905	LOC116932637
76.4579004605989	-0.781416465541304	0.590057613927364	-1.3243053679797	0.18540164847192	0.446384269918714	LOC116936522
103.094081574033	-0.768798194437561	0.421103841901866	-1.82567366511162	0.0678994322859456	0.237580518535317	LOC123466355
23.5653627263517	-0.762499343843038	0.313681169562187	-2.43081006394894	0.015065109692844	0.0872510457832936	LOC116922412
23.5792275389567	-0.755391520384446	0.350971206502864	-2.15228915189737	0.031374587693304	0.141225765575997	LOC116926740
6.96581730844249	-0.751123164569323	0.434290225046333	-1.72954195432142	0.0837121445017188	0.272335257528697	LOC116917840
18.8376091771963	-0.749145416744165	0.36010556461274	-2.0803494596086	0.0374934913295239	0.161736629264613	LOC116919571
20.003484963761	-0.743272101293038	0.560841422077453	-1.32528032351789	0.18507819266245	0.446215916556044	LOC116916562
14.0261545086494	-0.72333634509122	0.44730250996191	-1.61710772683305	0.105855029267651	0.31576195289344	LOC116926471
9.42424453842189	-0.71026567971517	0.426524602454991	-1.66523965001555	0.095864953405363	0.295485670741574	LOC116919589
12.1544058065016	-0.707899258748135	0.167145848618154	-4.235218909716	2.28329160198032e-05	0.0012704994380601	LOC123470214
10.3523473845308	-0.694057047150015	0.225153442620209	-3.08259575813263	0.00205203697519958	0.0239177819625912	LOC116921910
6.79078696563231	-0.685771436740418	0.336693069782073	-2.03678512653762	0.0416715794349628	0.174208978160415	LOC123475707
8.86317587038848	-0.671648626770829	0.395341367475158	-1.69890803752793	0.0893365123624196	0.283011568592266	LOC116931457
15.9570838693882	-0.667148880409905	0.695270673927815	-0.959552740288843	0.337280364009392	0.612604169924179	LOC116932697
9.32363200562321	-0.666087277563767	0.257424561278485	-2.58750475966894	0.00966738600545379	0.0662046668077769	LOC123470775
423.158841972685	-0.659327829999425	0.728666107874646	-0.904842180628566	0.365549001839659	0.634048254963149	LOC123473668
5.66845514894066	-0.658346296215577	0.487351634445252	-1.35086506268716	0.176738661609356	0.43574218153492	LOC123473642
548.461571070031	-0.65600974457398	0.199958581242286	-3.28072814128994	0.00103539490224085	0.0149108571382507	LOC116927355
70.360511502979	-0.654591601025078	0.317059957324607	-2.06456724005329	0.0389639656265079	0.166852991490642	LOC123469655
8.88395036312339	-0.651505942339115	0.24267919191779	-2.68463866716607	0.00726082565476726	0.0569295103711073	LOC116927652
