gene_id,SRR18457646,SRR18457114,SRR18457498,SRR18457762,SRR18457122,SRR18457271,SRR18457788,SRR18457520,SRR18457521,SRR18457644,SRR18457119,SRR18457054,SRR18457009,SRR18457118,SRR18457099,SRR18457329,SRR18457613,SRR18457101,SRR18457127,SRR18456998,SRR18457032,SRR18457008,SRR18457110,SRR18457201,SRR18457569,SRR18457737,SRR18457116,SRR18457053,SRR18457738,SRR18457224,SRR18457175,SRR18457692,SRR18457121,SRR18457317,SRR18456940,SRR18457115,SRR18457693,SRR18457694,SRR18457199,SRR18457764,SRR18457272,SRR18457200,SRR18457412,SRR18457791,SRR18457505,SRR18456950,SRR18457316,SRR18457112,SRR18457109,SRR18457113,SRR18457484,SRR18457614,SRR18456951,SRR18457497,SRR18457222,SRR18457331,SRR18457661,SRR18457666,SRR18457111,SRR18457485,SRR18457667,SRR18456996,SRR18457789,SRR18457120,SRR18457649,SRR18457176,SRR18457117
LOC116925226,2,7,17,5,8,8,16,2,19,13,2,24,15,9,18,4,0,6,6,11,35,7,28,7,4,11,4,65,44,10,22,8,6,2,11,20,16,9,2,4,0,9,10,4,20,14,20,11,10,28,6,28,14,11,4,21,0,5,2,1,13,3,3,6,34,13,8
LOC116925227,0,0,6,0,0,0,0,0,6,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,4,0,0,4,0,2,0,2,0,0,2,0,0,0,3,0,0,0,2,0,5,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0
LOC116925228,0,18,6,13,11,4,3,1,1,14,0,4,5,6,5,0,0,0,17,3,19,4,14,7,3,13,6,24,22,15,12,6,4,0,17,3,3,7,7,8,0,4,3,0,7,0,3,3,5,10,7,42,2,5,1,5,3,2,7,10,4,0,5,2,27,10,4
LOC116925229,0,2,1,4,5,6,3,0,3,1,4,4,6,0,3,10,0,2,1,1,6,3,6,1,0,0,1,16,2,0,0,0,0,0,8,5,0,0,0,1,0,1,0,0,5,2,1,17,6,17,0,1,5,1,1,19,0,0,4,1,3,0,1,3,8,1,3
LOC116925230,0,0,0,0,1,0,2,0,1,1,0,2,2,0,1,0,0,0,0,0,3,0,14,1,0,5,0,6,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,2,0,10,0,0,0,0,0,0,0,2,1,1,0
LOC116925231,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC116925232,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC116925233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC116925234,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0
LOC116925235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LOC116925236,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,2,0
LOC116925238,1,0,9,0,0,0,2,0,5,4,0,6,11,0,0,2,0,0,0,0,1,4,14,0,0,2,0,7,4,0,13,2,3,0,4,7,0,2,1,2,0,2,2,0,2,5,0,2,2,2,0,2,8,4,1,8,0,0,11,0,6,1,0,1,31,4,0
LOC116925239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
LOC116925240,0,4,8,2,0,2,0,2,9,4,0,8,16,0,2,20,0,2,0,4,11,2,20,2,0,2,0,23,4,0,0,4,2,0,28,9,4,0,2,2,0,0,0,0,7,10,4,12,6,21,0,12,14,4,2,55,0,0,8,0,0,2,0,4,22,0,0
LOC116925241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925242,0,0,7,0,3,2,7,0,9,8,1,24,3,2,9,3,0,1,3,4,14,8,8,4,3,0,1,57,0,10,6,0,0,2,8,6,1,2,3,0,0,5,6,1,6,3,16,14,7,4,1,17,8,5,0,18,0,2,8,6,6,1,0,2,11,3,0
LOC116925243,0,3,1,1,0,1,1,0,4,2,0,2,2,0,1,2,0,0,2,3,3,2,2,0,0,0,0,6,1,0,7,0,2,0,4,2,2,0,0,1,0,0,4,1,3,0,0,3,0,5,0,6,1,5,0,11,0,0,0,0,1,0,3,0,3,0,0
LOC116925244,2,1,3,2,2,0,2,0,6,4,0,0,6,5,4,2,0,1,2,2,4,6,7,3,0,4,8,18,2,0,1,3,0,0,10,7,8,1,0,0,0,1,0,0,3,4,2,10,6,2,0,10,2,2,1,9,0,4,2,0,0,0,0,1,10,1,0
LOC116925246,39,96,101,74,48,45,83,6,102,124,35,131,126,51,81,23,0,32,112,116,196,55,151,60,32,54,60,329,129,112,185,47,22,18,167,115,75,34,31,51,0,16,51,34,63,46,121,136,56,112,22,183,53,34,13,70,1,73,65,64,120,12,34,34,339,109,55
LOC116925247,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925248,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,4,0,1,2,0,0,0,0,2,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0
LOC116925249,0,0,0,1,0,0,2,0,1,0,0,0,2,0,1,2,0,0,0,0,6,0,3,0,0,0,0,0,2,0,0,2,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0
LOC116925250,0,1,3,5,2,2,4,0,2,1,1,4,12,0,3,1,0,8,7,1,20,2,13,2,1,4,3,42,11,1,10,2,1,0,11,5,3,0,0,1,0,2,4,4,6,0,4,8,0,3,3,15,1,1,0,3,0,2,5,2,5,0,2,1,21,2,0
LOC116925251,1,9,0,4,9,13,2,4,6,7,0,6,1,0,3,2,0,4,15,12,20,1,3,2,0,4,2,27,14,4,5,4,3,4,22,16,4,5,4,0,0,7,1,1,13,11,14,6,2,5,6,11,3,0,0,19,0,2,2,0,6,2,1,3,10,4,1
LOC116925252,0,14,4,5,5,7,1,2,9,8,0,3,0,2,16,0,0,0,16,9,10,4,6,3,0,1,3,20,12,5,11,8,1,1,2,11,4,0,1,2,0,0,0,0,10,2,17,2,3,4,0,17,11,0,2,16,0,4,0,6,10,1,1,11,8,3,0
LOC116925253,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,4,0,2,0,3,1,0,0,2,0,0,1,0,1,0,1,0,3,0,2
LOC116925254,0,1,6,1,2,1,0,2,0,4,0,6,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,11,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,4,2,2,1,1,2,4,0,5,3,1,1,4,0,0,0,0,0,0,0,1,3,0,2
LOC116925255,0,0,0,0,2,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,1,3,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,8,2,4,0,1,1,0,0,8,0,0,0,0,0,0,0,2,0,0,0
LOC116925256,0,0,0,4,0,0,0,0,0,6,0,0,0,1,0,2,0,0,2,2,8,0,2,3,0,0,0,0,0,0,0,3,0,0,6,0,2,1,0,0,0,0,0,0,2,0,0,3,0,10,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,2
LOC116925257,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,2,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0
LOC116925258,8,129,72,94,64,51,90,19,170,99,17,186,99,58,58,22,0,16,157,86,221,45,116,60,24,81,91,706,229,156,127,110,35,30,139,132,159,48,54,60,0,52,39,51,93,80,145,181,49,140,38,260,63,46,25,76,0,47,76,62,70,5,19,32,254,64,42
LOC116925261,0,4,7,1,0,0,2,4,25,7,0,6,23,4,2,13,0,0,1,1,5,4,26,6,0,0,0,14,3,2,5,0,0,0,25,14,7,2,3,3,0,6,0,2,2,8,4,30,13,22,0,8,11,4,1,14,0,2,7,0,1,0,1,3,14,0,2
LOC116925262,1,3,3,3,2,0,1,2,0,0,0,0,2,2,0,8,0,0,1,0,8,0,2,2,0,0,1,9,3,2,0,0,0,0,1,6,0,0,2,0,0,0,1,0,3,0,2,2,0,3,0,0,2,0,0,16,0,2,3,0,0,0,0,0,5,0,0
LOC116925263,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
LOC116925264,1,1,0,0,0,0,6,0,3,1,0,0,3,0,0,1,0,0,1,0,2,0,2,0,0,1,0,5,4,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,6,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
LOC116925265,1,7,8,11,13,10,7,1,14,10,1,11,9,7,11,6,0,4,17,8,16,11,18,8,2,6,18,54,22,3,15,7,1,3,13,12,10,3,6,6,0,4,5,3,17,15,15,32,12,14,7,22,11,7,1,27,1,9,4,1,17,1,2,6,39,2,7
LOC116925266,4,12,15,20,1,4,5,4,15,6,2,24,5,1,7,4,0,3,14,6,16,4,10,19,1,6,6,69,32,21,2,24,11,2,0,25,23,7,6,9,0,6,1,4,4,10,27,11,2,2,0,32,17,5,2,14,0,1,4,4,2,1,1,8,35,5,0
LOC116925267,1,0,0,3,3,4,0,4,13,0,5,11,2,0,0,6,0,1,4,2,5,2,4,0,0,1,2,53,4,3,4,4,1,3,2,13,0,4,2,4,0,4,3,0,12,8,4,10,0,15,4,9,2,0,0,13,0,3,4,4,0,4,2,1,6,1,0
LOC116925268,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,3,0,0,0,0,4,2,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LOC116925269,2,14,22,20,25,10,8,10,35,26,6,24,25,1,15,8,0,6,27,16,52,7,24,17,5,18,5,90,28,15,7,6,8,4,37,18,11,10,8,11,0,16,8,7,14,10,25,23,12,31,0,21,13,12,5,39,1,23,10,5,27,1,3,3,56,11,4
LOC116925270,1,0,6,4,7,3,1,3,9,11,3,15,18,3,4,0,0,2,11,4,14,9,9,5,4,4,10,43,9,7,6,1,2,2,8,15,3,1,1,0,0,4,4,0,7,2,10,9,3,3,2,16,4,3,1,10,0,4,3,2,8,0,1,3,26,1,0
LOC116925271,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0
LOC116925273,8,23,31,65,22,21,61,7,27,31,4,47,41,11,56,22,0,24,60,52,77,13,36,31,10,22,29,166,32,44,48,21,8,23,36,38,30,11,19,23,0,31,19,34,32,14,60,56,13,34,20,70,24,14,5,49,1,28,11,17,58,9,16,17,132,20,10
LOC116925274,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
LOC116925275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925276,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,2,0,4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0
LOC116925277,0,0,2,0,1,1,5,1,0,6,0,5,1,0,5,1,0,0,3,4,2,1,1,0,0,1,0,8,1,1,3,4,0,1,4,4,0,1,0,1,0,2,1,0,4,0,7,8,0,7,0,4,2,4,0,3,0,0,3,0,2,1,1,0,23,3,0
LOC116925278,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,6,0,0,2,0,2,1,0,0,0,0,0,2,0,0,0,6,1,6,0,2,0,0,0,4,0,0,2,0,0,0,0,0,4,0,0
LOC116925279,0,0,4,3,1,2,1,0,2,2,0,4,3,1,0,2,0,0,4,2,0,0,4,0,0,2,1,8,9,4,9,0,0,3,7,0,0,0,1,1,0,0,1,0,1,1,1,4,1,2,3,4,1,2,0,4,0,0,3,1,5,0,2,0,6,1,0
LOC116925280,2,44,48,7,19,10,14,17,54,27,6,22,43,19,8,11,0,7,6,21,35,17,77,21,2,11,7,86,46,13,24,8,7,5,77,51,24,10,11,3,0,19,8,5,4,26,18,130,41,150,2,53,19,19,3,45,0,10,59,2,13,2,6,13,65,10,8
LOC116925281,0,4,6,2,0,0,0,0,2,2,0,0,8,0,0,8,0,0,0,2,2,4,8,4,0,0,0,2,0,0,0,0,0,2,8,0,0,0,0,0,0,4,0,0,2,0,2,0,6,6,0,2,2,6,0,12,0,0,8,0,0,0,0,0,2,0,0
LOC116925282,0,2,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,2,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,5,1,2,2,0,0,2,1,0,8,0,0,0,0,2,3,0,1,1,0,0
LOC116925283,0,4,1,0,1,3,17,2,7,6,1,14,6,1,0,2,0,3,4,2,5,5,2,0,1,2,10,27,6,4,1,0,0,2,16,4,2,0,2,2,0,5,0,4,3,7,2,4,0,8,3,3,4,0,0,13,0,3,4,2,2,0,3,2,5,3,0
LOC116925284,0,11,3,2,8,6,8,1,6,7,2,16,8,3,9,3,0,8,9,5,18,4,8,5,3,4,9,23,10,4,7,5,2,2,11,10,0,2,1,6,0,3,1,1,12,8,11,15,1,16,1,9,7,1,0,15,0,5,2,3,6,1,3,1,15,4,3
LOC116925285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925286,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
LOC116925287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925288,0,0,0,0,2,4,0,1,0,2,0,0,2,0,0,0,0,0,2,0,0,4,2,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0
LOC116925289,4,7,5,10,1,3,6,1,7,5,0,11,12,6,4,2,0,1,6,3,6,2,11,6,2,5,7,31,8,9,11,7,0,1,4,7,5,2,1,5,0,4,3,3,7,7,5,8,5,7,0,12,6,4,1,7,0,4,1,1,10,1,1,1,17,5,1
LOC116925290,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0
LOC116925291,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0
LOC116925292,0,6,6,10,7,11,1,5,17,22,1,6,10,2,6,0,1,1,4,10,13,6,10,4,1,2,5,36,10,16,11,7,4,5,12,8,10,0,5,4,0,6,6,2,7,6,8,8,2,8,3,16,8,2,3,15,0,3,6,3,7,6,3,2,24,7,2
LOC116925293,1,17,17,7,18,2,4,6,25,16,1,8,18,0,5,30,0,4,15,8,19,9,29,9,1,9,6,40,18,23,8,7,1,4,34,13,21,11,5,5,0,3,8,5,12,13,6,39,16,38,3,39,15,13,2,84,0,1,23,1,12,2,2,8,36,7,3
LOC116925294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
LOC116925295,3,1,4,3,0,0,2,0,2,0,1,2,1,0,1,0,0,0,5,0,5,3,4,2,0,1,2,14,3,1,7,1,0,1,2,1,2,1,1,1,0,3,1,2,0,1,0,2,2,1,1,6,0,0,1,2,0,2,4,2,4,0,0,0,6,3,1
LOC116925296,4,16,36,40,8,12,22,7,50,53,3,46,33,10,23,4,0,14,32,32,29,15,40,29,6,17,5,205,61,59,32,57,12,8,28,25,44,17,15,19,0,6,8,11,16,10,42,12,17,38,5,82,13,17,11,31,0,21,23,11,12,3,11,5,102,13,12
LOC116925297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925300,1,1,1,2,2,5,6,0,3,0,1,12,0,3,0,0,0,1,12,0,12,0,1,0,1,1,5,22,7,2,0,0,0,0,0,3,3,6,0,3,0,0,0,0,21,1,3,6,1,2,0,16,4,4,0,1,0,0,0,0,0,0,0,1,2,0,0
LOC116925301,0,0,0,0,0,4,0,0,4,1,2,2,2,0,1,0,0,2,2,0,0,0,2,2,0,0,0,1,4,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,8,5,3,5,0,4,0,4,0,0,0,4,0,0,0,0,0,0,1,0,2,2,0
LOC116925302,0,2,8,1,0,2,1,0,8,4,1,9,3,0,4,4,0,1,7,9,3,2,1,0,0,1,0,27,1,3,1,8,1,1,3,1,2,1,0,2,0,0,1,0,1,2,1,2,2,1,1,12,1,1,1,16,0,1,1,0,3,1,1,0,3,0,0
LOC116925303,2,1,3,2,2,1,6,0,4,0,1,3,2,0,7,2,0,5,1,2,7,1,5,1,0,0,4,12,3,2,5,2,0,0,6,8,4,1,0,1,0,0,2,5,5,2,0,0,0,1,1,6,0,3,0,4,0,2,1,1,1,0,1,2,7,1,0
LOC116925306,9,36,62,42,15,43,23,4,33,71,9,33,46,18,41,6,0,10,36,36,70,31,58,35,2,38,10,168,77,43,58,27,11,20,47,37,58,29,20,27,0,17,25,17,39,50,63,43,16,75,9,115,36,26,3,49,0,40,25,17,29,0,21,9,129,32,18
LOC116925308,0,2,12,2,2,2,2,1,17,1,2,14,6,0,2,8,0,1,0,0,12,6,15,2,0,2,0,10,0,0,6,2,0,0,16,2,2,0,2,0,0,1,0,2,0,8,0,6,18,10,2,6,2,8,0,38,0,0,4,0,5,0,0,0,12,0,0
LOC116925309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925310,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,4,1,4,0,1,0,0,2,4,0,3,1,0,1,6,2,1,1,0,0,0,0,0,0,0,0,1,2,1,4,0,3,0,0,0,4,0,6,0,0,0,0,0,2,0,1,0
LOC116925311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LOC116925313,0,3,2,0,2,0,2,1,1,0,0,0,0,0,2,1,0,2,0,0,2,2,0,2,0,0,0,6,12,1,4,0,2,1,1,1,3,2,1,0,0,2,0,2,0,2,4,0,0,0,1,2,0,2,0,4,0,3,0,0,0,0,3,0,4,6,0
LOC116925314,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0
LOC116925319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925325,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,0
LOC116925329,1,9,11,8,15,10,20,2,11,15,1,12,14,11,15,2,0,10,18,10,31,10,19,7,0,14,11,60,19,25,29,10,4,8,17,20,14,8,4,6,0,5,10,14,23,7,27,15,3,11,5,29,11,9,2,24,0,15,10,3,16,1,11,7,37,11,2
LOC116925331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116925340,0,0,4,1,1,13,2,2,4,12,0,8,2,3,0,1,0,3,11,0,14,1,4,1,0,2,3,21,8,8,0,4,0,2,3,2,3,2,1,0,0,1,3,3,5,5,6,6,0,10,4,7,8,3,0,15,0,6,1,1,3,1,3,1,15,0,2
LOC116925341,0,1,5,2,1,1,0,3,5,0,0,0,5,0,3,0,0,4,0,6,2,7,5,6,2,1,0,10,4,3,2,2,0,0,11,2,7,2,0,2,0,1,0,1,2,2,14,8,5,3,0,10,2,0,1,19,0,3,4,0,3,6,2,0,7,4,0
LOC116925350,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,8,0,0,0,0,1,0,2,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0
LOC116925353,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC116925355,0,0,0,0,0,2,2,2,0,0,0,2,1,0,2,2,0,0,2,0,1,0,3,2,1,0,0,4,0,2,0,2,4,0,7,2,0,0,0,0,0,2,0,0,0,1,0,0,4,2,0,0,4,0,0,2,0,0,4,0,0,0,0,0,0,0,1
LOC116925356,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LOC116925357,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,2,0,0,2,0,0
LOC116925358,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,6,2,2,0,4,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
