gene_id,SRR18457646,SRR18457114,SRR18457498,SRR18457762,SRR18457122,SRR18457271,SRR18457788,SRR18457520,SRR18457521,SRR18457644,SRR18457119,SRR18457054,SRR18457009,SRR18457118,SRR18457099,SRR18457329,SRR18457613,SRR18457101,SRR18457127,SRR18456998,SRR18457032,SRR18457008,SRR18457110,SRR18457201,SRR18457569,SRR18457737,SRR18457116,SRR18457053,SRR18457738,SRR18457224,SRR18457175,SRR18457692,SRR18457121,SRR18457317,SRR18456940,SRR18457115,SRR18457693,SRR18457694,SRR18457199,SRR18457764,SRR18457272,SRR18457200,SRR18457412,SRR18457791,SRR18457505,SRR18456950,SRR18457316,SRR18457112,SRR18457109,SRR18457113,SRR18457484,SRR18457614,SRR18456951,SRR18457497,SRR18457222,SRR18457331,SRR18457661,SRR18457666,SRR18457111,SRR18457485,SRR18457667,SRR18456996,SRR18457789,SRR18457120,SRR18457649,SRR18457176,SRR18457117
LOC116915295,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915296,0,0,0,0,0,2,0,2,6,0,0,4,2,0,0,3,0,0,0,0,0,0,3,4,0,0,2,4,0,4,0,0,0,2,8,3,0,0,0,0,0,0,2,0,2,4,0,6,0,10,0,4,4,4,0,6,0,1,1,0,0,0,0,3,0,0,2
LOC116915298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915299,0,2,2,0,0,0,0,0,6,2,0,0,12,0,0,2,0,0,0,0,4,6,16,0,0,0,4,8,2,0,2,0,0,0,10,8,0,0,2,0,0,2,4,0,2,1,0,20,4,20,0,14,0,5,0,14,0,0,8,0,2,0,0,4,2,0,0
LOC116915300,15,56,78,57,42,50,70,10,84,66,0,93,71,29,51,9,0,20,67,51,117,22,95,45,24,74,35,191,131,117,115,69,34,14,98,81,75,33,28,52,0,35,33,28,47,52,83,82,56,79,24,189,54,47,15,68,0,69,49,50,78,3,21,16,265,45,17
LOC116915306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915308,0,4,2,1,2,0,0,2,4,2,0,1,4,0,0,4,0,0,0,2,2,0,2,2,0,1,5,6,3,3,0,3,2,1,10,3,9,0,0,2,0,0,0,1,7,8,3,2,2,2,0,2,4,2,0,18,0,0,2,2,0,0,0,0,0,0,0
LOC116915310,2,6,0,2,3,2,2,0,10,0,0,0,8,0,6,6,0,0,2,0,2,2,8,0,2,2,0,8,4,2,2,4,1,0,10,2,0,0,0,0,0,0,0,0,0,8,0,4,6,10,0,5,10,0,2,22,0,2,7,0,2,0,0,0,2,0,0
LOC116915312,0,1,0,2,0,2,2,0,1,0,0,2,1,2,0,0,0,2,1,1,0,0,4,2,0,0,0,2,2,2,4,1,0,1,10,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,3,0,0,0,5,0,2,3,0,2,0,0,0,2,0,1
LOC116915316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915322,2,12,9,0,7,7,14,0,14,13,6,18,12,4,22,3,0,3,13,9,17,0,11,1,2,9,1,39,10,15,13,1,5,5,28,25,6,3,3,1,0,7,1,9,16,11,27,17,12,14,6,16,22,1,0,22,1,6,6,7,10,1,0,4,35,4,3
LOC116915324,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,1,0,0,2,10,0,0,0,1,1,1,5,3,3,3,2,0,1,2,1,4,1,2,0,2,0,2,0,1,0,0,2,3,0,3,0,3,0,2,0,2,0,0,1,0,1,0,1,2,7,1,1
LOC116915326,1,4,10,0,4,1,16,0,6,5,0,1,3,2,0,4,0,0,2,4,11,2,7,6,1,1,0,18,2,5,5,5,0,1,11,9,1,0,5,4,0,2,2,4,6,6,8,9,0,5,1,2,3,10,0,8,0,4,8,0,3,4,7,1,12,1,0
LOC116915327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
LOC116915328,0,0,0,2,0,0,1,2,2,0,1,0,0,1,0,1,0,0,0,2,6,1,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3,2,1,0,2,0,0,4,2,0,0,0,0,0,0,0
LOC116915329,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LOC116915330,0,4,0,0,2,0,0,0,2,0,0,0,2,0,0,5,0,0,0,1,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,6,6,6,0,6,2,0,0,7,0,0,4,0,0,0,0,0,0,0,0
LOC116915331,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LOC116915332,0,0,5,3,1,0,1,0,2,0,0,9,0,0,0,2,0,2,2,0,1,0,2,0,0,0,1,10,4,5,0,4,0,0,9,0,5,3,0,0,0,0,0,2,0,1,4,2,0,0,0,2,0,0,2,6,0,6,4,4,2,0,0,0,5,0,0
LOC116915333,8,15,18,15,20,13,20,0,19,19,1,19,28,9,21,3,1,0,12,22,42,7,45,5,16,12,3,61,27,11,24,12,3,5,19,27,12,15,6,9,0,3,8,4,14,16,21,17,19,15,1,31,17,10,4,68,0,14,22,3,12,1,2,11,57,16,3
LOC116915334,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,4,0,2,1,0,0,8,0,0,5,0,0,0,0,0,2,2,0
LOC116915335,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,5,0,5,0,2,0,0,0,0,0,0,0,0,0
LOC116915336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LOC116915338,1,6,12,11,4,8,14,2,12,22,4,20,14,8,10,4,0,1,7,29,27,12,33,17,10,15,2,75,43,17,19,15,5,9,21,19,16,3,5,8,0,5,4,7,14,17,16,15,17,25,9,35,12,12,1,19,0,18,7,7,16,1,2,5,47,10,7
LOC116915339,0,4,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,1,2,3,0,2,12,2,2,1,0,0,0,0,0,2,4,2,23,0,16,0,12,6,0,0,3,0,0,0,0,0,0,0,0,3,0,0
LOC116915340,3,0,16,3,2,5,2,0,13,8,0,8,4,2,4,8,0,2,0,0,4,9,26,8,0,0,0,10,0,2,0,0,2,0,24,4,2,4,6,0,0,2,2,0,4,14,4,13,10,16,0,2,13,6,0,62,0,2,16,0,0,2,0,1,11,0,0
LOC116915341,0,10,8,0,2,4,2,2,25,4,0,8,8,2,1,22,0,0,0,6,13,11,24,8,0,0,0,8,6,0,0,2,0,2,32,2,6,0,2,0,0,2,0,0,0,10,10,36,8,39,0,8,14,4,2,61,0,0,18,0,2,0,0,4,13,0,0
LOC116915342,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
LOC116915343,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC116915344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC116915345,0,1,1,0,1,1,2,0,0,0,1,3,4,1,1,1,0,4,0,1,0,2,3,1,0,2,0,10,4,1,0,5,0,0,0,0,6,0,0,1,0,0,0,2,0,0,1,0,0,5,1,0,2,2,0,2,0,3,0,1,2,0,1,0,9,0,1
LOC116915346,0,1,0,0,0,0,1,0,5,0,0,1,0,0,2,3,0,4,0,2,0,0,4,0,0,2,0,6,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,1,4,1,2,0,2,0,0,0,6,0,0,0,0,0,0,1,0,3,4,0
LOC116915347,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,4,8,0,0,0,0,0,2,0,2,0,0,0,32,0,0,0,5,0,0,0,0,0,0,0,0,5,4,5,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LOC116915348,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
LOC116915349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LOC116915350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915351,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,6,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0
LOC116915352,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,2,2,6,0,0,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0
LOC116915353,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,6,0,0,0,0,0,0,6,0,0,0,0,4,2,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0
LOC116915354,0,2,6,0,0,0,0,2,10,4,0,2,7,0,0,20,0,2,0,1,7,5,6,1,0,0,0,3,0,0,0,0,0,0,20,2,5,0,3,0,0,4,4,0,1,5,0,9,2,12,0,5,10,2,0,41,0,0,10,0,1,0,0,0,7,0,2
LOC116915355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LOC116915356,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LOC116915357,0,3,0,0,0,1,3,1,16,0,1,13,4,7,2,1,0,0,2,4,4,1,2,1,0,1,0,46,2,2,0,4,0,4,1,3,3,2,0,0,0,1,0,1,0,1,1,23,1,12,0,0,0,2,0,8,0,2,2,0,7,0,1,0,0,0,1
LOC116915358,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LOC116915359,0,0,0,1,0,1,0,0,6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,1,3,0,0,2,0,0,5,0,0,0,0,0,2,0,0,4,1,2
LOC116915360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915362,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,2,1,1,2,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0
LOC116915363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LOC116915364,0,3,2,0,0,1,0,0,6,0,0,7,2,1,0,4,0,0,0,1,0,1,0,0,0,0,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,4,0,0,4,4,2,0,0,5,0,0,4,0,0,0,0,0,0,0,0
LOC116915365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
LOC116915366,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
LOC116915367,3,16,11,5,8,10,20,2,14,9,3,23,14,10,16,13,0,9,15,20,27,11,20,13,2,10,7,77,36,7,18,11,11,6,21,18,9,2,3,5,0,2,6,7,21,15,21,38,8,27,13,48,11,5,0,40,1,24,14,7,7,4,8,3,30,11,15
LOC116915368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
LOC116915370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC116915371,0,6,0,0,2,2,0,0,4,4,0,2,12,0,4,20,0,2,0,0,13,2,16,4,0,0,0,12,2,0,0,0,0,0,16,3,0,0,2,0,0,2,0,0,1,12,2,6,13,16,2,12,12,0,0,40,0,0,11,2,0,0,0,0,6,0,0
LOC116915372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
LOC116915376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915377,1,5,8,5,1,16,10,0,16,8,0,10,15,0,11,5,0,7,18,9,15,7,29,11,5,12,7,47,17,9,11,2,1,5,14,7,12,2,3,3,0,7,5,5,11,4,9,18,5,8,6,16,10,5,1,14,0,5,8,6,11,0,3,1,28,2,2
LOC116915378,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
LOC116915379,0,4,4,0,0,0,4,0,4,0,0,4,1,0,0,2,0,0,0,0,2,0,7,0,0,0,0,16,0,0,0,0,1,0,8,2,6,0,0,0,0,2,0,0,4,0,0,8,4,11,0,2,0,2,0,6,0,0,6,0,0,2,0,1,2,0,0
LOC116915380,0,0,3,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,2,4,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,6,2,4,0,2,0,0,0,6,0,1,4,0,1,0,0,0,0,0,0
LOC116915381,0,0,1,0,0,0,1,1,6,8,0,0,0,0,0,3,0,0,3,0,4,0,7,0,0,0,0,1,4,2,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,10,2,3,0,14,0,0,0,0,0,1,0,0,8,0,0
LOC116915382,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0
LOC116915383,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0
LOC116915384,4,16,36,31,13,23,23,3,36,28,2,45,21,2,18,2,0,3,24,23,49,2,38,29,6,37,11,110,53,59,52,39,6,6,21,25,39,17,11,13,0,26,18,8,18,25,41,28,11,23,4,53,10,24,13,33,0,21,8,4,20,1,11,6,79,6,0
LOC116915385,0,2,6,1,0,2,4,0,2,4,0,1,20,2,0,7,0,0,0,7,8,6,19,2,2,0,0,8,0,2,0,2,0,0,6,2,4,2,2,2,0,0,0,0,0,4,9,6,1,9,0,6,2,2,0,18,1,3,13,0,1,0,2,0,4,1,0
LOC116915386,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
LOC116915387,2,5,17,0,2,1,4,0,0,14,0,0,48,0,1,2,0,1,10,6,13,12,61,3,0,0,0,1,8,0,5,0,1,0,18,10,0,0,0,0,0,0,2,0,0,0,5,1,35,1,1,4,0,4,0,10,0,1,42,4,5,0,0,0,23,5,1
LOC116915388,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,11,0,0
LOC116915390,2,4,9,3,5,8,4,1,13,5,5,13,3,2,4,5,0,2,13,7,10,3,17,1,1,1,11,16,11,4,10,3,2,1,5,6,4,3,2,1,0,4,2,2,3,14,11,12,6,8,4,15,0,6,0,22,0,3,5,1,3,0,4,0,13,3,1
LOC116915391,0,4,0,0,4,2,2,0,20,2,0,8,4,0,8,4,0,4,0,2,2,4,16,2,0,0,0,12,0,2,2,2,2,0,12,14,0,0,2,1,0,2,4,4,3,12,0,17,10,10,2,8,12,6,0,38,0,0,6,2,2,0,0,0,8,2,0
LOC116915392,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LOC116915393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915394,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC116915395,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,4,2,0,4,3,2,0,12,0,0,0,0,0,0,0,0,0,0,0
LOC116915396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915397,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LOC116915398,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915399,0,0,0,0,0,0,0,0,5,3,0,6,9,0,0,0,0,0,4,0,2,4,6,1,0,3,2,8,9,4,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,10,2,0,1,0,0,3,5,0,5,0,1,2,2,2,0
LOC116915400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915401,4,4,26,0,4,0,8,2,12,10,0,2,8,0,0,22,0,0,0,8,24,4,12,0,2,0,0,14,0,0,4,0,0,0,1,20,0,0,0,0,0,0,4,0,0,4,2,0,18,0,0,0,12,16,0,100,0,6,8,0,14,0,0,2,46,0,0
LOC116915402,8,68,56,4,12,0,2,10,62,30,2,42,42,8,4,51,0,2,10,42,82,36,164,12,0,4,2,84,2,6,12,20,10,6,39,90,12,8,10,6,0,10,8,0,2,20,20,114,50,74,0,109,20,30,4,149,0,14,89,0,8,2,4,12,76,10,0
LOC116915403,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,4,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC116915405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC116915406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC116915407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC116915408,0,6,2,0,4,0,0,0,3,2,2,0,8,0,0,0,0,2,0,4,2,6,16,0,0,4,0,4,2,0,0,2,0,0,11,2,0,0,2,0,0,1,0,0,0,21,2,6,18,6,0,12,4,4,0,14,0,2,11,0,0,0,0,0,10,0,0
LOC116915409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116915411,35,35,54,9,11,36,109,3,16,125,1,26,96,6,70,18,0,46,68,53,92,41,107,2,15,14,32,77,42,3,119,0,12,15,42,27,1,0,1,0,0,2,55,57,39,24,67,7,32,11,12,32,12,38,0,94,0,91,48,15,83,9,33,19,247,60,6
LOC116915412,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,8,0,0
